cnpj_clean,emissor,cidade,uf,rota,rota_tag,cohort,X,Y,neea_t0_2022,neea_t1_2023,neea_t2_2026,neea_first,neea_first_origin,delta_neea,vol_pct_t0_2022,vol_pct_t1_2023,vol_pct_t2_2026,vol_pct_first,vol_pct_first_origin,delta_vol_pct,status_t0_2022,status_t1_2023,status_t2_2026,motivo_t0_2022,motivo_t1_2023,motivo_t2_2026,processo_t0_2022,processo_t1_2023,processo_t2_2026,observable_t0_2022,observable_t1_2023,observable_t2_2026
07987748000179,URUAÇU AÇÚCAR E ÁLCOOL LTDA. - Uruaçu - GO,Uruaçu,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5532037.66692583,8399876.78943888,56.4,63.66,56.4,56.4,t0_2022,0.0,84.47,83.82,84.47,84.47,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.221525/2019-43,48610.206113/2022-89,48610.221525/2019-43,True,True,True
07996345000196,CAÇU COMÉRCIO E INDUSTRIA DE AÇÚCAR E ÁLCOOL LTDA - Vicentinópolis - GO,Vicentinópolis,GO,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,5425765.14468346,8038809.61979433,56.27,56.27,60.15,56.27,t0_2022,3.8799999999999955,89.93,89.93,94.14,89.93,t0_2022,4.209999999999994,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221829/2021-25,48610.221829/2021-25,,True,True,True
08048772000105,FLORESTA S/A ACUCAR E ALCOOL - Santo Antônio da Barra - GO,Santo Antônio da Barra,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5348555.52657413,8048353.87392258,59.8,59.99,59.99,59.8,t0_2022,0.19000000000000483,98.71,96.67,96.67,98.71,t0_2022,-2.039999999999992,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200432/2020-19,48610.206152/2022-86,48610.206152/2022-86,True,True,True
08056257000177,USINA CERRADÃO LTDA. - Frutal - MG,Frutal,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5507129.7226862,7788708.55944956,60.1,62.43,60.1,60.1,t0_2022,0.0,95.61,88.62,95.61,95.61,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.219084/2019-10,48610.229416/2022-70,48610.219084/2019-10,True,True,True
08057019000186,VALE DO PONTAL AÇÚCAR E ETANOL LTDA. - LIMEIRA DO OESTE - MG,LIMEIRA DO OESTE,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5344677.00512068,7860168.22083297,53.7,53.7,58.23,53.7,t0_2022,4.529999999999994,90.36,90.36,88.38,90.36,t0_2022,-1.980000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205682/2021-26,48610.205682/2021-26,48610.212742/2025-91,True,True,True
08070508000330,RAIZEN ENERGIA S.A - FILIAL BARRA - Barra Bonita - SP,Barra Bonita,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561625.3919581,7502851.09951197,59.4,62.26,62.58,59.4,t0_2022,3.1799999999999997,89.25,94.23,95.38,89.25,t0_2022,6.1299999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218340/2019-51, 48610.201651/2021-04,48610.221088/2023-44,True,True,True
08070508006532,RAIZEN ENERGIA S.A. - FILIAL BONFIM - Guariba - SP,Guariba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5591729.01060182,7619856.26285454,60.3,60.84,61.64,60.3,t0_2022,1.3400000000000034,92.73,96.14,,92.73,t0_2022,,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218351/2019-31,48610.224842/2021-36,48610.231196/2025-97,True,True,True
08070508006613,RAIZEN ENERGIA S.A – FILIAL DESTIVALE - Araçatuba/SP,Araçatuba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5367418.97154142,7665824.90561979,55.5,59.21,59.24,55.5,t0_2022,3.740000000000002,92.34,96.45,88.6,92.34,t0_2022,-3.740000000000009,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218354/2019-75,48610.224756/2021-23,48610.228150/2024-18,True,True,True
08070508006702,RAIZEN ENERGIA S.A – FILIAL UNIVALEM - Valparaiso/SP,Valparaiso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5316484.56504606,7637408.62190444,59.0,63.82,64.6,59.0,t0_2022,5.599999999999994,95.93,93.92,67.63,95.93,t0_2022,-28.30000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218369/2019-33,48610.224778/2021-93,48610.231169/2025-14,True,True,True
08070508006885,RAIZEN ENERGIA S.A – FILIAL GASA - Andradina - SP,Andradina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5285169.94113746,7699771.90832298,61.1,62.32,64.74,61.1,t0_2022,3.6399999999999935,96.17,99.23,77.25,96.17,t0_2022,-18.92,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218357/2019-17,48610.224801/2021-40, 48610.231171/2025-93,True,True,True
08070508006966,RAÍZEN ENERGIA S.A - FILIAL IPAUSSU - Ipaussu - SP,Ipaussu,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5451669.76237652,7437370.02362722,61.7,60.2,63.5,61.7,t0_2022,1.7999999999999972,84.36,92.66,78.83,84.36,t0_2022,-5.530000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218358/2019-53,48610.224713/2021-48,48610.231168/2025-70,True,True,True
08070508008314,RAÍZEN ENERGIA S.A. – FILIAL BENALCOOL - Bento de Abreu/SP,Bento de Abreu,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5334173.58643383,7648361.26451074,56.8,60.43,59.28,56.8,t0_2022,2.480000000000004,94.29,92.07,90.98,94.29,t0_2022,-3.3100000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218349/2019-62,48610.224754/2021-34,48610.228245/2024-23,True,True,True
08070508009477,RAIZEN ENERGIA S.A - Filial Santa Helena - Rio das Pedras - SP,Rio das Pedras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5646628.07414061,7454292.69209063,55.4,58.97,55.4,55.4,t0_2022,0.0,86.85,93.56,86.85,86.85,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.218367/2019-44,48610.224852/2021-71,48610.218367/2019-44,True,True,True
08070508009558,RAIZEN ENERGIA S.A - FILIAL DIAMANTE - Jaú​ - SP,Jaú​,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5546571.45248883,7515692.49886498,53.7,56.14,56.43,53.7,t0_2022,2.729999999999997,96.75,97.16,94.59,96.75,t0_2022,-2.1599999999999966,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218356/2019-64,48610.224706/2021-46,48610.228134/2024-17,True,True,True
08070508009710,RAÍZEN ENERGIA S.A. – FILIAL MUNDIAL - Mirandópolis/SP,Mirandópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5288970.0827283,7652807.89013659,60.4,63.35,62.24,60.4,t0_2022,1.8400000000000034,90.53,99.04,79.68,90.53,t0_2022,-10.849999999999994,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218362/2019-11,48610.224802/2021-94,48610.231173/2025-82,True,True,True
08070508012265,RAIZEN ENERGIA S.A - Filial Rafard - Rafard - SP,Rafard,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5662959.43435787,7439874.71607815,60.5,62.93,58.76,60.5,t0_2022,-1.740000000000002,91.34,95.08,74.0,91.34,t0_2022,-17.340000000000003,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218365/2019-55,48610.224848/2021-11,48610.231163/2025-47,True,True,True
08070508012427,RAIZEN ENERGIA S.A -Filial Igarapava - Igarapava - SP,Igarapava,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5649443.33226948,7776607.8684645,55.6,54.7,57.71,55.6,t0_2022,2.1099999999999994,95.96,93.91,94.23,95.96,t0_2022,-1.7299999999999898,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218360/2019-22,48610.224822/2021-65,48610.228167/2024-67,True,True,True
08070508012508,RAIZEN ENERGIA S.A - FILIAL SERRA - Ibaté - SP,Ibaté,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5619330.79134112,7552745.61755515,62.8,64.13,64.23,62.8,t0_2022,1.4300000000000068,95.55,96.71,92.79,95.55,t0_2022,-2.759999999999991,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205095/2019-12,48610.224845/2021-70,48610.228144/2024-52,True,True,True
08070508015795,RAIZEN ENERGIA S.A. - Filial Santa Cândida - Bocaina - SP,Bocaina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5569515.61230622,7544190.86669368,50.0,62.28,65.01,50.0,t0_2022,15.010000000000005,93.74,97.09,97.02,93.74,t0_2022,3.280000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218366/2019-08,48610.201653/2021-95,48610.221096/2023-91,True,True,True
08070508015876,RAÍZEN ENERGIA S.A. - Unidade Paraíso - Brotas/SP,Brotas,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5606895.14907524,7515420.32638828,,66.38,58.18,66.38,t1_2023,-8.199999999999996,,95.35,95.99,95.35,t1_2023,0.6400000000000006,,valido,valido,,sem_motivo,sem_motivo,,48610.224715/2021-37,48610.228236/2024-32,False,True,True
08070508016414,RAÍZEN ENERGIA S.A.- filial Araraquara - Araraquara - SP,Araraquara,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5600776.63963633,7570486.10648195,,64.55,63.14,64.55,t1_2023,-1.4099999999999966,,97.89,92.53,97.89,t1_2023,-5.359999999999999,,valido,valido,,sem_motivo,sem_motivo,,48610.224843/2021-81,48610.228230/2024-65,False,True,True
08070508016767,RAÍZEN ENERGIA S.A. - FILIAL JATAÍ - Jataí - GO,Jataí,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5251822.50629531,8040545.41416629,,58.16,62.76,58.16,t1_2023,4.600000000000001,,95.27,71.81,95.27,t1_2023,-23.459999999999994,,valido,valido,,sem_motivo,sem_motivo,,48610.224830/2021-10,48610.228239/2024-76,False,True,True
08070566001173,BRENCO - COMPANHIA BRASILEIRA DE ENERGIA RENOVÁVEL - EM RECUPERAÇÃO JUDICIAL - Usina Água Emendada - Perolândia - GO,Perolândia,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5184865.44292399,8059566.8018377,58.4,59.33,60.91,58.4,t0_2022,2.509999999999998,97.96,97.09,92.58,97.96,t0_2022,-5.3799999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215179/2019-64,48610.215179/2019-64,48610.225526/2024-24,True,True,True
08070566001254,BRENCO - COMPANHIA BRASILEIRA DE ENERGIA RENOVÁVEL - EM RECUPERAÇÃO JUDICIAL (Usina Morro Vermelho) - Mineiros-GO,Mineiros,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5101602.13096546,8039652.13373141,54.7,59.01,63.38,54.7,t0_2022,8.68,100.0,94.16,93.69,100.0,t0_2022,-6.310000000000002,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215183/2019-22,48610.215183/2019-22,48610.225530/2024-92,True,True,True
08070566001688,BRENCO - Companhia Brasileira de Energia Renovável - Em Recuperação Judicial – Usina Costa Costa - Costa Rica - MS,Costa Rica,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5087844.23129958,7957345.60249722,62.3,62.06,62.34,62.3,t0_2022,0.04000000000000625,97.3,98.66,93.3,97.3,t0_2022,-4.0,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215176/2019-21,48610.220021/2021-21,48610.225517/2024-33,True,True,True
08070566001769,BRENCO - COMPANHIA BRASILEIRA DE ENERGIA RENOVÁVEL - EM RECUPERAÇÃO JUDICIAL - Usina Alto Taquari Alto Taquari - MT,Alto Taquari,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5072420.43125302,8038016.58791523,59.9,61.71,65.62,59.9,t0_2022,5.720000000000006,100.0,99.72,99.24,100.0,t0_2022,-0.7600000000000051,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215178/2019-10,48610.220020/2021-86,48610.225489/2024-54,True,True,True
08110543000173,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,Valparaíso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5327944.83619462,7667998.52699712,63.5,62.85,64.97,63.5,t0_2022,1.4699999999999989,97.88,99.49,58.06,97.88,t0_2022,-39.81999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.208909/2019-71,48610.217665/2022-12,48610.226235/2025-34,True,True,True
08164344000148,BP BIOENERGIA ITUIUTABA LTDA - Ituiutaba - MG,Ituiutaba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5455406.60076464,7890697.43292394,62.0,,69.47,62.0,t0_2022,7.469999999999999,100.0,98.1,92.91,100.0,t0_2022,-7.090000000000003,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213286/2019-58,48610.219712/2021-81,48610.228202/2025-29,True,True,True
08195806000194,BP BIOENERGIA TROPICAL - Edéia - GO,Edéia,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5412152.61339106,8039594.33635904,64.2,59.88,65.29,64.2,t0_2022,1.0900000000000034,96.43,85.23,85.28,96.43,t0_2022,-11.150000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213290/2019-16,48610.219714/2021-71,48610.216462/2024-71,True,True,True
08322396000103,CERRADINHO BIOENERGIA S.A. - Chapadão do Céu/GO,Chapadão do Céu,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5146922.17573628,7956460.94242351,63.8,67.47,68.21,63.8,t0_2022,4.409999999999997,95.62,98.02,98.74,95.62,t0_2022,3.1199999999999903,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211040/2019-41,48610.213750/2022-10,48610.236907/2023-58,True,True,True
08355201000113,BIOENERGÉTICA AROEIRA S.A. - Tupaciguara – MG,Tupaciguara,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5568092.54534775,7917204.86392269,63.99,63.99,70.47,63.99,t0_2022,6.479999999999997,100.0,100.0,98.83,100.0,t0_2022,-1.1700000000000017,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218206/2020-94,48610.218206/2020-94,48610.236926/2023-84,True,True,True
08391345000397,Figueira Indústria e Comércio S/A - FILIAL ALCOAZUL - Araçatuba - SP,Araçatuba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5359085.56390883,7664537.07713374,49.7,57.59,62.81,49.7,t0_2022,13.11,93.9,97.28,98.78,93.9,t0_2022,4.8799999999999955,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200904/2020-33,48610.219689/2022-14,48610.203022/2024-53,True,True,True
08493354000127,VALE DO TIJUCO AÇÚCAR E ÁLCOOL S.A. - Uberaba - MG,Uberaba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5604973.56489957,7849247.86141656,59.82,59.82,61.76,59.82,t0_2022,1.9399999999999977,96.93,96.93,76.04,96.93,t0_2022,-20.89,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205683/2021-71,48610.205683/2021-71,48610.216444/2024-99,True,True,True
08517600000133,BP BIOENERGIA ITUMBIARA S.A. - Itumbiara - GO,Itumbiara,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5489836.646157,7945217.27143254,60.9,65.67,66.03,60.9,t0_2022,5.130000000000003,89.91,92.76,93.93,89.91,t0_2022,4.02000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213283/2019-14,48610.219713/2021-26,48610.216452/2024-35,True,True,True
08598391000108,RIO CLARO AGROINDUSTRIAL S.A - EM RECUPERAÇÃO JUDICIAL - Caçu/GO,Caçu,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5315298.48499779,7918441.7148411,58.7,62.65,61.59,58.7,t0_2022,2.8900000000000006,95.44,98.33,94.04,95.44,t0_2022,-1.3999999999999915,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215182/2019-88,48610.224522/2021-86,48610.225537/2024-12,True,True,True
08657268000102,Usina Rio Pardo S.A. - Em Recuperação Judicial - Cerqueira Cesar - SP,Cerqueira Cesar,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5512577.89193865,7455872.71081185,46.6,53.55,53.55,46.6,t0_2022,6.949999999999996,39.33,59.49,59.49,39.33,t0_2022,20.160000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218372/2019-57,48610.205456/2023-15,48610.205456/2023-15,True,True,True
08704527000109,Usina Panorama S. A. - Itumbiara - GO,Itumbiara,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5437051.31620813,7966538.97482847,62.3,61.98,64.42,62.3,t0_2022,2.1200000000000045,88.94,,92.12,88.94,t0_2022,3.180000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200433/2020-63,48610.206155/2022-10,48610.209651/2025-78,True,True,True
08793343000162,BIOENERGÉTICA VALE DO PARACATU S/A - João Pinheiro - MG,João Pinheiro,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5831869.17150148,8096440.97448512,70.7,65.03,66.1,70.7,t0_2022,-4.6000000000000085,100.0,84.91,59.74,100.0,t0_2022,-40.26,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221419/2019-60,48610.212314/2022-15,48610.215343/2025-81,True,True,True
08830263000130,Fátima do Sul Agro-Energética S. A. - Álcool e Açúcar - Fátima do Sul - MS,Fátima do Sul,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4937402.30573602,7529808.29225759,62.6,63.28,63.28,62.6,t0_2022,0.6799999999999997,93.16,86.3,86.3,93.16,t0_2022,-6.859999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200001/2020-52,48610.207821/2022-37,48610.207821/2022-37,True,True,True
08906558000142,Agro Energia Santa Luzia em Recuperacao Judicial - Nova Alvorada do Sul/MS,Nova Alvorada do Sul,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4973772.34946458,7611162.82584707,60.1,64.68,62.83,60.1,t0_2022,2.729999999999997,99.43,97.16,89.47,99.43,t0_2022,-9.960000000000008,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215180/2019-99,48610.222616/2021-11,	48610.225535/2024-15,True,True,True
09022388000104,CAMBUI ACUCAR E ALCOOL LTDA. - Santa Helena de Goiás - GO,Santa Helena de Goiás,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5356517.62657771,8014249.48283873,59.2,59.08,59.08,59.2,t0_2022,-0.12000000000000455,93.4,94.79,94.79,93.4,t0_2022,1.3900000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200431/2020-74,48610.206151/2022-31,48610.206151/2022-31,True,True,True
09075242000119,EBER BIOENERGIA E AGRICULTURA LTDA. - Montes Claros de Goiás - GO,Montes Claros de Goiás,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4775547.97112293,8273949.70009723,51.43,51.43,46.29,51.43,t0_2022,-5.140000000000001,100.0,100.0,100.0,100.0,t0_2022,0.0,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219879/2020-61,48610.219879/2020-61,48610.214527/2023-62,True,True,True
09538989000166,RAÍZEN CAARAPO AÇÚCAR E ÁLCOOL LTDA. - FILIAL CAARAPÓ - Caarapó - MS,Caarapó,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4928433.7195605,7498055.71637994,50.6,55.22,62.44,50.6,t0_2022,11.839999999999996,77.51,92.31,72.74,77.51,t0_2022,-4.77000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218352/2019-86,48610.201652/2021-41,48610.231158/2025-34,True,True,True
09538989000409,RAÍZEN CAARAPÓ AÇÚCAR E ÁLCOOL LTDA. - Filial Paraguaçu - Paraguaçu Paulista - SP,Paraguaçu Paulista,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5330307.2751111,7509869.51745985,,52.31,52.8,52.31,t1_2023,0.4899999999999949,,90.78,93.67,90.78,t1_2023,2.8900000000000006,,valido,valido,,sem_motivo,sem_motivo,,48610.224788/2021-29,48610.221099/2023-24,False,True,True
09538989000670,RAÍZEN CAARAPÓ AÇÚCAR E ÁLCOOL LTDA. - filial Maracaí - Maracaí - SP,Maracaí,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5343998.32966224,7498367.91828655,,53.88,53.26,53.88,t1_2023,-0.6200000000000045,,77.08,86.84,77.08,t1_2023,9.760000000000005,,valido,valido,,sem_motivo,sem_motivo,,48610.224782/2021-51,48610.221091/2023-68,False,True,True
09538989000751,RAÍZEN CAARAPÓ AÇÚCAR E ÁLCOOL LTDA. - filial Tarumã - Tarumã - SP,Tarumã,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5354100.78860249,7474917.45257299,,49.96,49.03,49.96,t1_2023,-0.9299999999999997,,72.81,76.44,72.81,t1_2023,3.6299999999999955,,valido,valido,,sem_motivo,sem_motivo,,48610.224797/2021-10,48610.221095/2023-46,False,True,True
10249419000216,SJC BIOENERGIA LTDA - USF. - Quirinópolis-GO,Quirinópolis,GO,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,5395238.45475603,7957099.15615166,58.2,68.49,70.05,58.2,t0_2022,11.849999999999994,57.0,52.26,44.4,57.0,t0_2022,-12.600000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218446/2019-55,48610.225192/2022-27,48610.221822/2025-37,True,True,True
10249419000305,SJC BIOENERGIA LTDA - URD. - Cachoeira Dourada - GO,Cachoeira Dourada,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5459071.58818042,7947872.72078123,58.4,57.88,61.13,58.4,t0_2022,2.730000000000004,98.7,98.48,89.8,98.7,t0_2022,-8.900000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218448/2019-44,48610.225191/2022-82,48610.221821/2025-92,True,True,True
10452413000160,Destilaria Veredas Indústria de Açúcar e Álcool Ltda. - João Pinheiro - MG,João Pinheiro,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5866154.33206323,8019987.29737984,56.4,58.36,58.36,56.4,t0_2022,1.9600000000000009,100.0,97.47,97.47,100.0,t0_2022,-2.530000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221426/2019-61,48610.233112/2022-15,48610.233112/2022-15,True,True,True
10921675000127,DESTILARIA BURITI LTDA. - Sorriso - MT,Sorriso,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,4825594.96841672,8620088.33291891,,28.74,39.03,28.74,t1_2023,10.290000000000003,,100.0,100.0,100.0,t1_2023,0.0,,valido,valido,,sem_motivo,sem_motivo,,48610.211514/2021-70,	48610.200842/2025-74,False,True,True
11092881000134,Bom Sucesso Agroindustria S.A. - Goiatuba - GO,Goiatuba,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5439044.89446956,8009256.73986314,46.7,55.38,55.38,46.7,t0_2022,8.68,79.42,91.59,91.59,79.42,t0_2022,12.170000000000002,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220887/2019-17,48610.216640/2023-82,48610.216640/2023-82,True,True,True
12229415001001,S/A USINA CORURIPE AÇÚCAR E ÁLCOOL - Filial Iturama - Iturama - MG,Iturama,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5383799.07899261,7815756.76594269,55.4,55.01,59.72,55.4,t0_2022,4.32,98.07,97.01,95.91,98.07,t0_2022,-2.1599999999999966,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220743/2019-61,48610.233229/2022-91,48610.236846/2023-29,True,True,True
12229415001435,S/A USINA CORURIPE AÇÚCAR E ÁLCOOL - Filial Campo Florido - Campo Florido - MG,Campo Florido,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5551825.00544841,7799416.13504996,51.7,54.18,55.95,51.7,t0_2022,4.25,95.62,94.86,93.93,95.62,t0_2022,-1.6899999999999977,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220742/2019-16,48610.233228/2022-46,48610.236842/2023-41,True,True,True
12229415001605,S/A USINA CORURIPE AÇÚCAR E ÁLCOOL - Filial Limeira do Oeste - Limeira do Oeste - MG,Limeira do Oeste,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5350615.57572406,7837088.93073151,49.7,50.3,58.07,49.7,t0_2022,8.369999999999997,99.31,98.23,96.79,99.31,t0_2022,-2.519999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220744/2019-13,"48610.233231/2022-60,",48610.236843/2023-95,True,True,True
12282034001762,USINA CAETE S.A. - Unidade Paulicéia - Paulicéia - SP,Paulicéia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5231035.18562973,7644359.25066858,67.0,58.83,56.38,67.0,t0_2022,-10.619999999999997,97.05,95.53,97.31,97.05,t0_2022,0.2600000000000051,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211396/2020-19,48610.218000/2022-26,48610.212304/2025-22,True,True,True
13537735000281,DELTA SUCROENERGIA S.A. – Usina Volta Grande - Conceição das Alagoas - MG,Conceição das Alagoas,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5600022.11581419,7779379.0716028,60.12,62.77,62.77,60.12,t0_2022,2.6500000000000057,98.77,96.23,96.23,98.77,t0_2022,-2.539999999999992,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217635/2020-44,48610.201721/2023-88,48610.201721/2023-88,True,True,True
13537735000362,DELTA Sucroenergia S/A - Delta - MG,Delta,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5651875.78550578,7778319.54503458,61.85,63.58,63.58,61.85,t0_2022,1.7299999999999969,97.87,96.93,96.93,97.87,t0_2022,-0.9399999999999977,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217633/2020-55,48610.201723/2023-77,48610.201723/2023-77,True,True,True
15009178000170,USINAS ITAMARATI S/A - Nova Olimpía - MT,Nova Olimpía,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4655846.67665979,8364321.86756508,57.06,57.86,57.86,57.06,t0_2022,0.7999999999999972,77.6,91.31,91.31,77.6,t0_2022,13.710000000000008,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205031/2021-36,48610.204654/2023-53,48610.204654/2023-53,True,True,True
