geocode,municipio,uf,cidade_uf_seeg,muni_key
3142809,Monte Alegre de Minas,MG,Monte Alegre de Minas (MG),MONTE ALEGRE DE MINAS|MG
3142908,Monte Azul,MG,Monte Azul (MG),MONTE AZUL|MG
3143005,Monte Belo,MG,Monte Belo (MG),MONTE BELO|MG
3143104,Monte Carmelo,MG,Monte Carmelo (MG),MONTE CARMELO|MG
3143153,Monte Formoso,MG,Monte Formoso (MG),MONTE FORMOSO|MG
3143203,Monte Santo de Minas,MG,Monte Santo de Minas (MG),MONTE SANTO DE MINAS|MG
3143401,Monte Sião,MG,Monte Sião (MG),MONTE SIAO|MG
3143302,Montes Claros,MG,Montes Claros (MG),MONTES CLAROS|MG
3143450,Montezuma,MG,Montezuma (MG),MONTEZUMA|MG
3143500,Morada Nova de Minas,MG,Morada Nova de Minas (MG),MORADA NOVA DE MINAS|MG
3143609,Morro da Garça,MG,Morro da Garça (MG),MORRO DA GARCA|MG
3143708,Morro do Pilar,MG,Morro do Pilar (MG),MORRO DO PILAR|MG
3143807,Munhoz,MG,Munhoz (MG),MUNHOZ|MG
3143906,Muriaé,MG,Muriaé (MG),MURIAE|MG
3144003,Mutum,MG,Mutum (MG),MUTUM|MG
3144102,Muzambinho,MG,Muzambinho (MG),MUZAMBINHO|MG
3140159,Mário Campos,MG,Mário Campos (MG),MARIO CAMPOS|MG
3144201,Nacip Raydan,MG,Nacip Raydan (MG),NACIP RAYDAN|MG
3144300,Nanuque,MG,Nanuque (MG),NANUQUE|MG
3144359,Naque,MG,Naque (MG),NAQUE|MG
3144375,Natalândia,MG,Natalândia (MG),NATALANDIA|MG
3144409,Natércia,MG,Natércia (MG),NATERCIA|MG
3144508,Nazareno,MG,Nazareno (MG),NAZARENO|MG
3144607,Nepomuceno,MG,Nepomuceno (MG),NEPOMUCENO|MG
3144656,Ninheira,MG,Ninheira (MG),NINHEIRA|MG
3144672,Nova Belém,MG,Nova Belém (MG),NOVA BELEM|MG
3144706,Nova Era,MG,Nova Era (MG),NOVA ERA|MG
3144805,Nova Lima,MG,Nova Lima (MG),NOVA LIMA|MG
3144904,Nova Módica,MG,Nova Módica (MG),NOVA MODICA|MG
3145000,Nova Ponte,MG,Nova Ponte (MG),NOVA PONTE|MG
3145059,Nova Porteirinha,MG,Nova Porteirinha (MG),NOVA PORTEIRINHA|MG
3145109,Nova Resende,MG,Nova Resende (MG),NOVA RESENDE|MG
3145208,Nova Serrana,MG,Nova Serrana (MG),NOVA SERRANA|MG
3136603,Nova União,MG,Nova União (MG),NOVA UNIAO|MG
3145307,Novo Cruzeiro,MG,Novo Cruzeiro (MG),NOVO CRUZEIRO|MG
3145356,Novo Oriente de Minas,MG,Novo Oriente de Minas (MG),NOVO ORIENTE DE MINAS|MG
3145372,Novorizonte,MG,Novorizonte (MG),NOVORIZONTE|MG
3145406,Olaria,MG,Olaria (MG),OLARIA|MG
3145455,Olhos-d'Água,MG,Olhos-d'Água (MG),OLHOS DAGUA|MG
3145604,Oliveira,MG,Oliveira (MG),OLIVEIRA|MG
3145703,Oliveira Fortes,MG,Oliveira Fortes (MG),OLIVEIRA FORTES|MG
3145505,Olímpio Noronha,MG,Olímpio Noronha (MG),OLIMPIO NORONHA|MG
3145802,Onça de Pitangui,MG,Onça de Pitangui (MG),ONCA DE PITANGUI|MG
3145851,Oratórios,MG,Oratórios (MG),ORATORIOS|MG
3145877,Orizânia,MG,Orizânia (MG),ORIZANIA|MG
3145901,Ouro Branco,MG,Ouro Branco (MG),OURO BRANCO|MG
3146008,Ouro Fino,MG,Ouro Fino (MG),OURO FINO|MG
3146107,Ouro Preto,MG,Ouro Preto (MG),OURO PRETO|MG
3146206,Ouro Verde de Minas,MG,Ouro Verde de Minas (MG),OURO VERDE DE MINAS|MG
3146255,Padre Carvalho,MG,Padre Carvalho (MG),PADRE CARVALHO|MG
3146305,Padre Paraíso,MG,Padre Paraíso (MG),PADRE PARAISO|MG
3146552,Pai Pedro,MG,Pai Pedro (MG),PAI PEDRO|MG
3146404,Paineiras,MG,Paineiras (MG),PAINEIRAS|MG
3146503,Pains,MG,Pains (MG),PAINS|MG
3146602,Paiva,MG,Paiva (MG),PAIVA|MG
3146701,Palma,MG,Palma (MG),PALMA|MG
3146750,Palmópolis,MG,Palmópolis (MG),PALMOPOLIS|MG
3146909,Papagaios,MG,Papagaios (MG),PAPAGAIOS|MG
3147006,Paracatu,MG,Paracatu (MG),PARACATU|MG
3147204,Paraguaçu,MG,Paraguaçu (MG),PARAGUACU|MG
3147303,Paraisópolis,MG,Paraisópolis (MG),PARAISOPOLIS|MG
3147402,Paraopeba,MG,Paraopeba (MG),PARAOPEBA|MG
3147105,Pará de Minas,MG,Pará de Minas (MG),PARA DE MINAS|MG
3147600,Passa Quatro,MG,Passa Quatro (MG),PASSA QUATRO|MG
3147709,Passa Tempo,MG,Passa Tempo (MG),PASSA TEMPO|MG
3147808,Passa Vinte,MG,Passa Vinte (MG),PASSA VINTE|MG
3147501,Passabém,MG,Passabém (MG),PASSABEM|MG
3147907,Passos,MG,Passos (MG),PASSOS|MG
3147956,Patis,MG,Patis (MG),PATIS|MG
3148004,Patos de Minas,MG,Patos de Minas (MG),PATOS DE MINAS|MG
3148103,Patrocínio,MG,Patrocínio (MG),PATROCINIO|MG
3148202,Patrocínio do Muriaé,MG,Patrocínio do Muriaé (MG),PATROCINIO DO MURIAE|MG
3148301,Paula Cândido,MG,Paula Cândido (MG),PAULA CANDIDO|MG
3148400,Paulistas,MG,Paulistas (MG),PAULISTAS|MG
3148509,Pavão,MG,Pavão (MG),PAVAO|MG
3148707,Pedra Azul,MG,Pedra Azul (MG),PEDRA AZUL|MG
3148756,Pedra Bonita,MG,Pedra Bonita (MG),PEDRA BONITA|MG
3149002,Pedra Dourada,MG,Pedra Dourada (MG),PEDRA DOURADA|MG
3148806,Pedra do Anta,MG,Pedra do Anta (MG),PEDRA DO ANTA|MG
3148905,Pedra do Indaiá,MG,Pedra do Indaiá (MG),PEDRA DO INDAIA|MG
3149101,Pedralva,MG,Pedralva (MG),PEDRALVA|MG
3149150,Pedras de Maria da Cruz,MG,Pedras de Maria da Cruz (MG),PEDRAS DE MARIA DA CRUZ|MG
3149200,Pedrinópolis,MG,Pedrinópolis (MG),PEDRINOPOLIS|MG
3149309,Pedro Leopoldo,MG,Pedro Leopoldo (MG),PEDRO LEOPOLDO|MG
3149408,Pedro Teixeira,MG,Pedro Teixeira (MG),PEDRO TEIXEIRA|MG
3149507,Pequeri,MG,Pequeri (MG),PEQUERI|MG
3149606,Pequi,MG,Pequi (MG),PEQUI|MG
3149705,Perdigão,MG,Perdigão (MG),PERDIGAO|MG
3149804,Perdizes,MG,Perdizes (MG),PERDIZES|MG
3149903,Perdões,MG,Perdões (MG),PERDOES|MG
3149952,Periquito,MG,Periquito (MG),PERIQUITO|MG
3150000,Pescador,MG,Pescador (MG),PESCADOR|MG
3148608,Peçanha,MG,Peçanha (MG),PECANHA|MG
3150109,Piau,MG,Piau (MG),PIAU|MG
3150158,Piedade de Caratinga,MG,Piedade de Caratinga (MG),PIEDADE DE CARATINGA|MG
3150208,Piedade de Ponte Nova,MG,Piedade de Ponte Nova (MG),PIEDADE DE PONTE NOVA|MG
3150307,Piedade do Rio Grande,MG,Piedade do Rio Grande (MG),PIEDADE DO RIO GRANDE|MG
3150406,Piedade dos Gerais,MG,Piedade dos Gerais (MG),PIEDADE DOS GERAIS|MG
3150505,Pimenta,MG,Pimenta (MG),PIMENTA|MG
3150539,Pingo d'Água,MG,Pingo d'Água (MG),PINGO DAGUA|MG
3150570,Pintópolis,MG,Pintópolis (MG),PINTOPOLIS|MG
3150604,Piracema,MG,Piracema (MG),PIRACEMA|MG
3150703,Pirajuba,MG,Pirajuba (MG),PIRAJUBA|MG
3150802,Piranga,MG,Piranga (MG),PIRANGA|MG
3151008,Piranguinho,MG,Piranguinho (MG),PIRANGUINHO|MG
3150901,Piranguçu,MG,Piranguçu (MG),PIRANGUCU|MG
3151107,Pirapetinga,MG,Pirapetinga (MG),PIRAPETINGA|MG
3151206,Pirapora,MG,Pirapora (MG),PIRAPORA|MG
3151305,Piraúba,MG,Piraúba (MG),PIRAUBA|MG
3151404,Pitangui,MG,Pitangui (MG),PITANGUI|MG
3151503,Piumhi,MG,Piumhi (MG),PIUMHI|MG
3151602,Planura,MG,Planura (MG),PLANURA|MG
3151909,Pocrane,MG,Pocrane (MG),POCRANE|MG
3152006,Pompéu,MG,Pompéu (MG),POMPEU|MG
3152105,Ponte Nova,MG,Ponte Nova (MG),PONTE NOVA|MG
3152131,Ponto Chique,MG,Ponto Chique (MG),PONTO CHIQUE|MG
3152170,Ponto dos Volantes,MG,Ponto dos Volantes (MG),PONTO DOS VOLANTES|MG
3152204,Porteirinha,MG,Porteirinha (MG),PORTEIRINHA|MG
3152303,Porto Firme,MG,Porto Firme (MG),PORTO FIRME|MG
3152402,Poté,MG,Poté (MG),POTE|MG
3152501,Pouso Alegre,MG,Pouso Alegre (MG),POUSO ALEGRE|MG
3152600,Pouso Alto,MG,Pouso Alto (MG),POUSO ALTO|MG
3151701,Poço Fundo,MG,Poço Fundo (MG),POCO FUNDO|MG
3151800,Poços de Caldas,MG,Poços de Caldas (MG),POCOS DE CALDAS|MG
3152709,Prados,MG,Prados (MG),PRADOS|MG
3152808,Prata,MG,Prata (MG),PRATA|MG
3153004,Pratinha,MG,Pratinha (MG),PRATINHA|MG
3152907,Pratápolis,MG,Pratápolis (MG),PRATAPOLIS|MG
3153103,Presidente Bernardes,MG,Presidente Bernardes (MG),PRESIDENTE BERNARDES|MG
3153202,Presidente Juscelino,MG,Presidente Juscelino (MG),PRESIDENTE JUSCELINO|MG
3153301,Presidente Kubitschek,MG,Presidente Kubitschek (MG),PRESIDENTE KUBITSCHEK|MG
3153400,Presidente Olegário,MG,Presidente Olegário (MG),PRESIDENTE OLEGARIO|MG
3153608,Prudente de Morais,MG,Prudente de Morais (MG),PRUDENTE DE MORAIS|MG
3153707,Quartel Geral,MG,Quartel Geral (MG),QUARTEL GERAL|MG
3153806,Queluzito,MG,Queluzito (MG),QUELUZITO|MG
3153905,Raposos,MG,Raposos (MG),RAPOSOS|MG
3154002,Raul Soares,MG,Raul Soares (MG),RAUL SOARES|MG
3154101,Recreio,MG,Recreio (MG),RECREIO|MG
3154150,Reduto,MG,Reduto (MG),REDUTO|MG
3154200,Resende Costa,MG,Resende Costa (MG),RESENDE COSTA|MG
3154309,Resplendor,MG,Resplendor (MG),RESPLENDOR|MG
3154408,Ressaquinha,MG,Ressaquinha (MG),RESSAQUINHA|MG
3154457,Riachinho,MG,Riachinho (MG),RIACHINHO|MG
3154507,Riacho dos Machados,MG,Riacho dos Machados (MG),RIACHO DOS MACHADOS|MG
3154705,Ribeirão Vermelho,MG,Ribeirão Vermelho (MG),RIBEIRAO VERMELHO|MG
3154606,Ribeirão das Neves,MG,Ribeirão das Neves (MG),RIBEIRAO DAS NEVES|MG
3154804,Rio Acima,MG,Rio Acima (MG),RIO ACIMA|MG
3154903,Rio Casca,MG,Rio Casca (MG),RIO CASCA|MG
3155009,Rio Doce,MG,Rio Doce (MG),RIO DOCE|MG
3155207,Rio Espera,MG,Rio Espera (MG),RIO ESPERA|MG
3155306,Rio Manso,MG,Rio Manso (MG),RIO MANSO|MG
3155405,Rio Novo,MG,Rio Novo (MG),RIO NOVO|MG
3155504,Rio Paranaíba,MG,Rio Paranaíba (MG),RIO PARANAIBA|MG
3155603,Rio Pardo de Minas,MG,Rio Pardo de Minas (MG),RIO PARDO DE MINAS|MG
3155702,Rio Piracicaba,MG,Rio Piracicaba (MG),RIO PIRACICABA|MG
3155801,Rio Pomba,MG,Rio Pomba (MG),RIO POMBA|MG
3155900,Rio Preto,MG,Rio Preto (MG),RIO PRETO|MG
3156007,Rio Vermelho,MG,Rio Vermelho (MG),RIO VERMELHO|MG
3155108,Rio do Prado,MG,Rio do Prado (MG),RIO DO PRADO|MG
3156106,Ritápolis,MG,Ritápolis (MG),RITAPOLIS|MG
3156205,Rochedo de Minas,MG,Rochedo de Minas (MG),ROCHEDO DE MINAS|MG
3156304,Rodeiro,MG,Rodeiro (MG),RODEIRO|MG
3156403,Romaria,MG,Romaria (MG),ROMARIA|MG
3156452,Rosário da Limeira,MG,Rosário da Limeira (MG),ROSARIO DA LIMEIRA|MG
3156502,Rubelita,MG,Rubelita (MG),RUBELITA|MG
3156601,Rubim,MG,Rubim (MG),RUBIM|MG
3156700,Sabará,MG,Sabará (MG),SABARA|MG
3156809,Sabinópolis,MG,Sabinópolis (MG),SABINOPOLIS|MG
3156908,Sacramento,MG,Sacramento (MG),SACRAMENTO|MG
3157005,Salinas,MG,Salinas (MG),SALINAS|MG
3157104,Salto da Divisa,MG,Salto da Divisa (MG),SALTO DA DIVISA|MG
3157203,Santa Bárbara,MG,Santa Bárbara (MG),SANTA BARBARA|MG
3157252,Santa Bárbara do Leste,MG,Santa Bárbara do Leste (MG),SANTA BARBARA DO LESTE|MG
3157278,Santa Bárbara do Monte Verde,MG,Santa Bárbara do Monte Verde (MG),SANTA BARBARA DO MONTE VERDE|MG
3157302,Santa Bárbara do Tugúrio,MG,Santa Bárbara do Tugúrio (MG),SANTA BARBARA DO TUGURIO|MG
3157336,Santa Cruz de Minas,MG,Santa Cruz de Minas (MG),SANTA CRUZ DE MINAS|MG
3157377,Santa Cruz de Salinas,MG,Santa Cruz de Salinas (MG),SANTA CRUZ DE SALINAS|MG
3157401,Santa Cruz do Escalvado,MG,Santa Cruz do Escalvado (MG),SANTA CRUZ DO ESCALVADO|MG
3157500,Santa Efigênia de Minas,MG,Santa Efigênia de Minas (MG),SANTA EFIGENIA DE MINAS|MG
3157609,Santa Fé de Minas,MG,Santa Fé de Minas (MG),SANTA FE DE MINAS|MG
3157658,Santa Helena de Minas,MG,Santa Helena de Minas (MG),SANTA HELENA DE MINAS|MG
3157708,Santa Juliana,MG,Santa Juliana (MG),SANTA JULIANA|MG
3157807,Santa Luzia,MG,Santa Luzia (MG),SANTA LUZIA|MG
3157906,Santa Margarida,MG,Santa Margarida (MG),SANTA MARGARIDA|MG
3158003,Santa Maria de Itabira,MG,Santa Maria de Itabira (MG),SANTA MARIA DE ITABIRA|MG
3158102,Santa Maria do Salto,MG,Santa Maria do Salto (MG),SANTA MARIA DO SALTO|MG
3158201,Santa Maria do Suaçuí,MG,Santa Maria do Suaçuí (MG),SANTA MARIA DO SUACUI|MG
3159209,Santa Rita de Caldas,MG,Santa Rita de Caldas (MG),SANTA RITA DE CALDAS|MG
3159407,Santa Rita de Ibitipoca,MG,Santa Rita de Ibitipoca (MG),SANTA RITA DE IBITIPOCA|MG
3159308,Santa Rita de Jacutinga,MG,Santa Rita de Jacutinga (MG),SANTA RITA DE JACUTINGA|MG
3159357,Santa Rita de Minas,MG,Santa Rita de Minas (MG),SANTA RITA DE MINAS|MG
3159506,Santa Rita do Itueto,MG,Santa Rita do Itueto (MG),SANTA RITA DO ITUETO|MG
3159605,Santa Rita do Sapucaí,MG,Santa Rita do Sapucaí (MG),SANTA RITA DO SAPUCAI|MG
3159704,Santa Rosa da Serra,MG,Santa Rosa da Serra (MG),SANTA ROSA DA SERRA|MG
3159803,Santa Vitória,MG,Santa Vitória (MG),SANTA VITORIA|MG
3158300,Santana da Vargem,MG,Santana da Vargem (MG),SANTANA DA VARGEM|MG
3158409,Santana de Cataguases,MG,Santana de Cataguases (MG),SANTANA DE CATAGUASES|MG
3158508,Santana de Pirapama,MG,Santana de Pirapama (MG),SANTANA DE PIRAPAMA|MG
3158607,Santana do Deserto,MG,Santana do Deserto (MG),SANTANA DO DESERTO|MG
3158706,Santana do Garambéu,MG,Santana do Garambéu (MG),SANTANA DO GARAMBEU|MG
3158805,Santana do Jacaré,MG,Santana do Jacaré (MG),SANTANA DO JACARE|MG
3158904,Santana do Manhuaçu,MG,Santana do Manhuaçu (MG),SANTANA DO MANHUACU|MG
3158953,Santana do Paraíso,MG,Santana do Paraíso (MG),SANTANA DO PARAISO|MG
3159001,Santana do Riacho,MG,Santana do Riacho (MG),SANTANA DO RIACHO|MG
3159100,Santana dos Montes,MG,Santana dos Montes (MG),SANTANA DOS MONTES|MG
3159902,Santo Antônio do Amparo,MG,Santo Antônio do Amparo (MG),SANTO ANTONIO DO AMPARO|MG
3160009,Santo Antônio do Aventureiro,MG,Santo Antônio do Aventureiro (MG),SANTO ANTONIO DO AVENTUREIRO|MG
3160108,Santo Antônio do Grama,MG,Santo Antônio do Grama (MG),SANTO ANTONIO DO GRAMA|MG
3160207,Santo Antônio do Itambé,MG,Santo Antônio do Itambé (MG),SANTO ANTONIO DO ITAMBE|MG
3160306,Santo Antônio do Jacinto,MG,Santo Antônio do Jacinto (MG),SANTO ANTONIO DO JACINTO|MG
3160405,Santo Antônio do Monte,MG,Santo Antônio do Monte (MG),SANTO ANTONIO DO MONTE|MG
3160454,Santo Antônio do Retiro,MG,Santo Antônio do Retiro (MG),SANTO ANTONIO DO RETIRO|MG
3160504,Santo Antônio do Rio Abaixo,MG,Santo Antônio do Rio Abaixo (MG),SANTO ANTONIO DO RIO ABAIXO|MG
3160603,Santo Hipólito,MG,Santo Hipólito (MG),SANTO HIPOLITO|MG
3160702,Santos Dumont,MG,Santos Dumont (MG),SANTOS DUMONT|MG
3165404,Sapucaí-Mirim,MG,Sapucaí-Mirim (MG),SAPUCAI MIRIM|MG
3165503,Sardoá,MG,Sardoá (MG),SARDOA|MG
3165537,Sarzedo,MG,Sarzedo (MG),SARZEDO|MG
3165560,Sem-Peixe,MG,Sem-Peixe (MG),SEM PEIXE|MG
3165578,Senador Amaral,MG,Senador Amaral (MG),SENADOR AMARAL|MG
3165602,Senador Cortes,MG,Senador Cortes (MG),SENADOR CORTES|MG
3165701,Senador Firmino,MG,Senador Firmino (MG),SENADOR FIRMINO|MG
3165800,Senador José Bento,MG,Senador José Bento (MG),SENADOR JOSE BENTO|MG
3165909,Senador Modestino Gonçalves,MG,Senador Modestino Gonçalves (MG),SENADOR MODESTINO GONCALVES|MG
3166006,Senhora de Oliveira,MG,Senhora de Oliveira (MG),SENHORA DE OLIVEIRA|MG
3166105,Senhora do Porto,MG,Senhora do Porto (MG),SENHORA DO PORTO|MG
3166204,Senhora dos Remédios,MG,Senhora dos Remédios (MG),SENHORA DOS REMEDIOS|MG
3166303,Sericita,MG,Sericita (MG),SERICITA|MG
3166402,Seritinga,MG,Seritinga (MG),SERITINGA|MG
3166501,Serra Azul de Minas,MG,Serra Azul de Minas (MG),SERRA AZUL DE MINAS|MG
3166600,Serra da Saudade,MG,Serra da Saudade (MG),SERRA DA SAUDADE|MG
3166808,Serra do Salitre,MG,Serra do Salitre (MG),SERRA DO SALITRE|MG
3166709,Serra dos Aimorés,MG,Serra dos Aimorés (MG),SERRA DOS AIMORES|MG
3166907,Serrania,MG,Serrania (MG),SERRANIA|MG
3167004,Serranos,MG,Serranos (MG),SERRANOS|MG
3166956,Serranópolis de Minas,MG,Serranópolis de Minas (MG),SERRANOPOLIS DE MINAS|MG
3167103,Serro,MG,Serro (MG),SERRO|MG
3167202,Sete Lagoas,MG,Sete Lagoas (MG),SETE LAGOAS|MG
3165552,Setubinha,MG,Setubinha (MG),SETUBINHA|MG
3167301,Silveirânia,MG,Silveirânia (MG),SILVEIRANIA|MG
3167400,Silvianópolis,MG,Silvianópolis (MG),SILVIANOPOLIS|MG
3167608,Simonésia,MG,Simonésia (MG),SIMONESIA|MG
3167509,Simão Pereira,MG,Simão Pereira (MG),SIMAO PEREIRA|MG
3167707,Sobrália,MG,Sobrália (MG),SOBRALIA|MG
3167806,Soledade de Minas,MG,Soledade de Minas (MG),SOLEDADE DE MINAS|MG
3160801,São Bento Abade,MG,São Bento Abade (MG),SAO BENTO ABADE|MG
3160900,São Brás do Suaçuí,MG,São Brás do Suaçuí (MG),SAO BRAS DO SUACUI|MG
3160959,São Domingos das Dores,MG,São Domingos das Dores (MG),SAO DOMINGOS DAS DORES|MG
3161007,São Domingos do Prata,MG,São Domingos do Prata (MG),SAO DOMINGOS DO PRATA|MG
3161106,São Francisco,MG,São Francisco (MG),SAO FRANCISCO|MG
3161205,São Francisco de Paula,MG,São Francisco de Paula (MG),SAO FRANCISCO DE PAULA|MG
3161304,São Francisco de Sales,MG,São Francisco de Sales (MG),SAO FRANCISCO DE SALES|MG
3161403,São Francisco do Glória,MG,São Francisco do Glória (MG),SAO FRANCISCO DO GLORIA|MG
3161056,São Félix de Minas,MG,São Félix de Minas (MG),SAO FELIX DE MINAS|MG
3161502,São Geraldo,MG,São Geraldo (MG),SAO GERALDO|MG
3161601,São Geraldo da Piedade,MG,São Geraldo da Piedade (MG),SAO GERALDO DA PIEDADE|MG
3161650,São Geraldo do Baixio,MG,São Geraldo do Baixio (MG),SAO GERALDO DO BAIXIO|MG
3161700,São Gonçalo do Abaeté,MG,São Gonçalo do Abaeté (MG),SAO GONCALO DO ABAETE|MG
3161809,São Gonçalo do Pará,MG,São Gonçalo do Pará (MG),SAO GONCALO DO PARA|MG
3161908,São Gonçalo do Rio Abaixo,MG,São Gonçalo do Rio Abaixo (MG),SAO GONCALO DO RIO ABAIXO|MG
3125507,São Gonçalo do Rio Preto,MG,São Gonçalo do Rio Preto (MG),SAO GONCALO DO RIO PRETO|MG
3162005,São Gonçalo do Sapucaí,MG,São Gonçalo do Sapucaí (MG),SAO GONCALO DO SAPUCAI|MG
3162104,São Gotardo,MG,São Gotardo (MG),SAO GOTARDO|MG
3162922,São Joaquim de Bicas,MG,São Joaquim de Bicas (MG),SAO JOAQUIM DE BICAS|MG
3162948,São José da Barra,MG,São José da Barra (MG),SAO JOSE DA BARRA|MG
3162955,São José da Lapa,MG,São José da Lapa (MG),SAO JOSE DA LAPA|MG
3163003,São José da Safira,MG,São José da Safira (MG),SAO JOSE DA SAFIRA|MG
3163102,São José da Varginha,MG,São José da Varginha (MG),SAO JOSE DA VARGINHA|MG
3163201,São José do Alegre,MG,São José do Alegre (MG),SAO JOSE DO ALEGRE|MG
3163300,São José do Divino,MG,São José do Divino (MG),SAO JOSE DO DIVINO|MG
3163409,São José do Goiabal,MG,São José do Goiabal (MG),SAO JOSE DO GOIABAL|MG
3163508,São José do Jacuri,MG,São José do Jacuri (MG),SAO JOSE DO JACURI|MG
3163607,São José do Mantimento,MG,São José do Mantimento (MG),SAO JOSE DO MANTIMENTO|MG
3162203,São João Batista do Glória,MG,São João Batista do Glória (MG),SAO JOAO BATISTA DO GLORIA|MG
3162807,São João Evangelista,MG,São João Evangelista (MG),SAO JOAO EVANGELISTA|MG
3162906,São João Nepomuceno,MG,São João Nepomuceno (MG),SAO JOAO NEPOMUCENO|MG
3162252,São João da Lagoa,MG,São João da Lagoa (MG),SAO JOAO DA LAGOA|MG
3162302,São João da Mata,MG,São João da Mata (MG),SAO JOAO DA MATA|MG
3162401,São João da Ponte,MG,São João da Ponte (MG),SAO JOAO DA PONTE|MG
3162450,São João das Missões,MG,São João das Missões (MG),SAO JOAO DAS MISSOES|MG
3162500,São João del Rei,MG,São João del Rei (MG),SAO JOAO DEL REI|MG
3162559,São João do Manhuaçu,MG,São João do Manhuaçu (MG),SAO JOAO DO MANHUACU|MG
3162575,São João do Manteninha,MG,São João do Manteninha (MG),SAO JOAO DO MANTENINHA|MG
3162609,São João do Oriente,MG,São João do Oriente (MG),SAO JOAO DO ORIENTE|MG
3162658,São João do Pacuí,MG,São João do Pacuí (MG),SAO JOAO DO PACUI|MG
3162708,São João do Paraíso,MG,São João do Paraíso (MG),SAO JOAO DO PARAISO|MG
3163706,São Lourenço,MG,São Lourenço (MG),SAO LOURENCO|MG
3163805,São Miguel do Anta,MG,São Miguel do Anta (MG),SAO MIGUEL DO ANTA|MG
3163904,São Pedro da União,MG,São Pedro da União (MG),SAO PEDRO DA UNIAO|MG
3164100,São Pedro do Suaçuí,MG,São Pedro do Suaçuí (MG),SAO PEDRO DO SUACUI|MG
3164001,São Pedro dos Ferros,MG,São Pedro dos Ferros (MG),SAO PEDRO DOS FERROS|MG
3164209,São Romão,MG,São Romão (MG),SAO ROMAO|MG
3164308,São Roque de Minas,MG,São Roque de Minas (MG),SAO ROQUE DE MINAS|MG
3164407,São Sebastião da Bela Vista,MG,São Sebastião da Bela Vista (MG),SAO SEBASTIAO DA BELA VISTA|MG
3164431,São Sebastião da Vargem Alegre,MG,São Sebastião da Vargem Alegre (MG),SAO SEBASTIAO DA VARGEM ALEGRE|MG
3164472,São Sebastião do Anta,MG,São Sebastião do Anta (MG),SAO SEBASTIAO DO ANTA|MG
3164506,São Sebastião do Maranhão,MG,São Sebastião do Maranhão (MG),SAO SEBASTIAO DO MARANHAO|MG
3164605,São Sebastião do Oeste,MG,São Sebastião do Oeste (MG),SAO SEBASTIAO DO OESTE|MG
3164704,São Sebastião do Paraíso,MG,São Sebastião do Paraíso (MG),SAO SEBASTIAO DO PARAISO|MG
3164803,São Sebastião do Rio Preto,MG,São Sebastião do Rio Preto (MG),SAO SEBASTIAO DO RIO PRETO|MG
3164902,São Sebastião do Rio Verde,MG,São Sebastião do Rio Verde (MG),SAO SEBASTIAO DO RIO VERDE|MG
3165008,São Tiago,MG,São Tiago (MG),SAO TIAGO|MG
3165107,São Tomás de Aquino,MG,São Tomás de Aquino (MG),SAO TOMAS DE AQUINO|MG
3165206,São Tomé das Letras,MG,São Tomé das Letras (MG),SAO TOME DAS LETRAS|MG
3165305,São Vicente de Minas,MG,São Vicente de Minas (MG),SAO VICENTE DE MINAS|MG
3167905,Tabuleiro,MG,Tabuleiro (MG),TABULEIRO|MG
3168002,Taiobeiras,MG,Taiobeiras (MG),TAIOBEIRAS|MG
3168051,Taparuba,MG,Taparuba (MG),TAPARUBA|MG
3168101,Tapira,MG,Tapira (MG),TAPIRA|MG
3168200,Tapiraí,MG,Tapiraí (MG),TAPIRAI|MG
3168309,Taquaraçu de Minas,MG,Taquaraçu de Minas (MG),TAQUARACU DE MINAS|MG
3168408,Tarumirim,MG,Tarumirim (MG),TARUMIRIM|MG
3168507,Teixeiras,MG,Teixeiras (MG),TEIXEIRAS|MG
3168606,Teófilo Otoni,MG,Teófilo Otoni (MG),TEOFILO OTONI|MG
3168705,Timóteo,MG,Timóteo (MG),TIMOTEO|MG
3168804,Tiradentes,MG,Tiradentes (MG),TIRADENTES|MG
3168903,Tiros,MG,Tiros (MG),TIROS|MG
3169000,Tocantins,MG,Tocantins (MG),TOCANTINS|MG
3169059,Tocos do Moji,MG,Tocos do Moji (MG),TOCOS DO MOJI|MG
3169109,Toledo,MG,Toledo (MG),TOLEDO|MG
3169208,Tombos,MG,Tombos (MG),TOMBOS|MG
3169307,Três Corações,MG,Três Corações (MG),TRES CORACOES|MG
3169356,Três Marias,MG,Três Marias (MG),TRES MARIAS|MG
3169406,Três Pontas,MG,Três Pontas (MG),TRES PONTAS|MG
3169505,Tumiritinga,MG,Tumiritinga (MG),TUMIRITINGA|MG
3169604,Tupaciguara,MG,Tupaciguara (MG),TUPACIGUARA|MG
3169703,Turmalina,MG,Turmalina (MG),TURMALINA|MG
3169802,Turvolândia,MG,Turvolândia (MG),TURVOLANDIA|MG
3170057,Ubaporanga,MG,Ubaporanga (MG),UBAPORANGA|MG
3170008,Ubaí,MG,Ubaí (MG),UBAI|MG
3170107,Uberaba,MG,Uberaba (MG),UBERABA|MG
3170206,Uberlândia,MG,Uberlândia (MG),UBERLANDIA|MG
3169901,Ubá,MG,Ubá (MG),UBA|MG
3170305,Umburatiba,MG,Umburatiba (MG),UMBURATIBA|MG
3170404,Unaí,MG,Unaí (MG),UNAI|MG
3170438,União de Minas,MG,União de Minas (MG),UNIAO DE MINAS|MG
