schema,model,variable,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2,aic,bic
5y_1985_2024,M1_frontier_plus_slope,C(uf)[T.MT],-4.219560569686218,2.2432964512687663,0.059976773463722904,-8.616340820819513,0.17721968144707656,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,C(uf)[T.PR],-1.4474980348783433,0.990092422853925,0.1437459392505701,-3.388043525038038,0.4930474552813515,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,C(uf)[T.SP],-1.2366259043737375,1.0265427312630409,0.2283379931471441,-3.2486126862406772,0.7753608774932019,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,neea_first_c,-0.3667865595797632,0.058814594234307065,4.479876850537802e-10,-0.4820610460443422,-0.2515120731151842,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,frontier_decade_c,1.393579051399204,0.4831171100564,0.003919642537619272,0.4466869153735863,2.3404711874248214,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,share_slope_le12_c,-1.1847334819927005,6.977716539945362,0.8651767578783383,-14.860806594615052,12.49133963062965,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,log_cane_area,1.4339718811022386,0.7497829212948411,0.055810034249917276,-0.035575640858879876,2.903519403063357,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M2_frontier_x_slope,Intercept,-15.631056451829389,7.730447144095771,0.04317511803584806,-30.78245443864762,-0.47965846501116083,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,C(uf)[T.MG],-0.06495680895931157,0.8780543876919401,0.9410277987907635,-1.7859117853028839,1.6559981673842608,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
5y_1985_2024,M2_frontier_x_slope,C(uf)[T.MS],-1.5881783758600962,1.7324989055448425,0.3593008859415221,-4.9838138339830484,1.8074570822628562,226,0.2924424970473696,0.2595328457472472,1276.3912762422776,1314.0171612342729
